gene,cluster
12945_01305,liuE
12945_01306,accA1
12945_01307,menB_1
12945_01308,group_8420
12945_01309,mmgC_1
12945_01310,group_2731
12945_01311,acs_1
12945_01312,sugE
12945_01313,gndA
12945_01314,menA
12945_01315,group_9705
12945_01316,tesB
12945_01317,group_9293
12945_01318,pctC_1
12945_01319,cirA_2
12945_01320,czcA_3
12945_01321,bepF_1
12945_01322,group_8527
12945_01323,group_1111
12945_01324,group_969
12945_01325,group_9923
12945_01326,group_970
12945_01327,pseB
12945_01328,pseC
12945_01329,kdsB_1
12945_01330,group_455
12945_01331,group_3747
12945_01332,ubiG_2
12945_01333,dxs_1
12945_01334,group_3750
12945_01335,purT_1
12945_01336,legI
12945_01337,group_1569
12945_01338,group_635
12945_01339,group_160
12945_01340,group_3751
12945_01341,group_291
12945_01342,group_8
12945_01343,group_138
12945_01345,group_9890
12945_01346,group_2023
12945_01347,group_9542
12945_01348,group_8198
12945_01349,group_8753
12945_01350,group_2735
12945_01351,cheV_1
12945_01352,cheR2
12945_01353,flgB_1
12945_01354,flgC_1
12945_01355,flgD_1
12945_01356,flgE_1
12945_01357,flgF_1
12945_01358,flgG_1
12945_01359,flgH_1
12945_01360,flgI_1
12945_01361,flgJ
12945_01362,flgK_1
12945_01363,flgL_1
12945_01364,hag_1
12945_01365,hag_2
12945_01366,group_2742
12945_01367,fliD_1
12945_01368,group_3752
12945_01369,fliS_1
12945_01370,ntrC_2
12945_01371,resE
12945_01372,zraR_1
12945_01373,fliE_1
12945_01374,fliF_1
12945_01375,fliG_1
12945_01376,fliH
12945_01377,fliI_1
12945_01378,group_9241
12945_01379,group_789
12945_01380,group_8529
12945_01381,fliM
12945_01382,fliN_1
12945_01383,group_8533
12945_01384,fliP_1
12945_01385,group_9664
12945_01386,group_8821
12945_01387,flhB_1
12945_01388,flhA_1
12945_01389,flhF
12945_01390,ylxH
12945_01391,fliA
12945_01392,cheY
12945_01393,group_2746
12945_01394,cheA_2
12945_01395,cheB1
12945_01396,group_877
12945_01397,soj
12945_01398,group_532
12945_01399,cheW_2
12945_01400,group_8956
12945_01401,group_2747
12945_01402,group_1300
12945_01403,mlaA
12945_01404,rssB
12945_01405,dtpT_1
12945_01406,rfaH
12945_01407,group_1112
12945_01408,kpsD
12945_01409,group_790
12945_01410,wecB
12945_01411,group_2748
12945_01412,group_2026
12945_01413,group_3754
12945_01414,wecD
12945_01415,wecE
12945_01416,group_3757
12945_01417,group_3758
12945_01418,group_3759
12945_01419,group_3760
12945_01420,group_3761
12945_01421,group_3762
12945_01422,wecA
12945_01423,ugd
12945_01424,wbgU
12945_01425,nlpE
12945_01426,rmlC
12945_01427,katG2
12945_01428,group_1114
12945_01429,group_3763
12945_01430,group_3764
12945_01431,group_3765
12945_01432,hin
12945_01433,group_3766
12945_01434,group_2749
12945_01436,smpB
12945_01437,pasT
12945_01438,pasI
12945_01439,bamE
12945_01440,kefC_1
12945_01441,bfrD_1
12945_01442,aceB
12945_01443,aceA
12945_01444,group_9200
12945_01445,group_717
12945_01446,mtfA
12945_01447,group_1301
12945_01448,group_9170
12945_01449,group_2031
12945_01450,group_1573
12945_01451,group_1302
12945_01452,merR1
12945_01453,group_2032
12945_01454,group_2751
12945_01455,yafP_1
12945_01456,yafP
12945_01457,yhhW
12945_01458,mhqP
12945_01459,yhaJ_1
12945_01460,group_9476
12945_01461,tlyC_1
12945_01462,rlmN
12945_01463,group_9600
12945_01464,rodZ
12945_01465,ispG
12945_01466,hisS
12945_01467,group_2754
12945_01468,bamB
12945_01469,der
12945_01470,xseA
12945_01471,guaB
12945_01472,guaA
12945_01473,group_3767
12945_01474,group_2035
12945_01475,dmlR_5
12945_01476,group_1308
12945_01477,nemA_2
12945_01478,group_2755
12945_01479,cynR_2
12945_01480,purA_2
12945_01481,group_638
12945_01482,bepE_1
12945_01483,mdtA_3
12945_01484,soxR
12945_01485,tadA
12945_01486,group_8196
12945_01487,mltF_2
12945_01488,purL
12945_01489,cydA
12945_01490,cydB
12945_01491,group_8113
12945_01492,group_878
12945_01493,group_3769
12945_01494,mdtL_1
12945_01495,yidZ_1
12945_01496,group_8304
12945_01497,group_9351
12945_01498,metA
12945_01499,thlA
12945_01500,mmsA
12945_01501,acdA
12945_01502,crt_2
12945_01503,crt_3
12945_01504,mmsB
12945_01505,fabG2
12945_01506,group_764
12945_01507,group_2039
12945_01508,dapb3_2
12945_01509,cueR
12945_01510,copA_1
12945_01511,group_792
12945_01512,ybiT
12945_01513,group_2040
12945_01514,arsA
12945_01515,group_9709
12945_01516,cstA
12945_01517,rihB
12945_01518,betI
12945_01519,betB
12945_01520,betA
12945_01521,group_8854
12945_01522,group_1575
12945_01523,group_2041
12945_01524,pctC_2
12945_01525,group_9870
12945_01526,group_2762
12945_01527,group_9509
12945_01528,pstC2
12945_01529,pstA
12945_01530,pstB3
12945_01531,phoU
12945_01532,group_1576
12945_01533,group_2763
12945_01534,betS
12945_01535,group_8615
12945_01536,dtpB
12945_01537,group_972
12945_01538,group_1203
12945_01539,pqsD
12945_01540,dhaAF
12945_01541,lcfB
12945_01542,group_1070
12945_01543,group_1578
12945_01544,yxlF_1
12945_01545,group_9701
12945_01546,group_2764
12945_01547,pgcA
12945_01548,group_3771
12945_01549,group_3772
12945_01550,group_349
12945_01551,group_1579
12945_01552,group_2765
12945_01553,btuB_3
12945_01554,srlR_1
12945_01555,group_3775
12945_01556,kbaZ
12945_01557,agaS
12945_01558,agaK
12945_01559,agaAII_2
12945_01560,fucP_2
12945_01561,group_3779
12945_01562,ygaZ
12945_01563,rhaS_1
12945_01564,group_1580
12945_01565,group_2767
12945_01566,hcpA_2
12945_01567,vgrG1_4
12945_01568,group_973
12945_01569,group_2768
12945_01570,group_974
12945_01571,group_1119
12945_01572,group_352
12945_01573,group_354
12945_01574,ddc_1
12945_01575,glxK
12945_01576,group_2047
12945_01577,cdaR
12945_01578,group_1581
12945_01579,group_793
12945_01580,group_3780
12945_01581,group_1582
12945_01582,group_2769
12945_01583,group_1584
12945_01584,group_2050
12945_01585,group_2770
12945_01586,group_1585
12945_01587,group_9446
12945_01588,nrfB_1
12945_01589,group_9282
12945_01590,feoB
12945_01591,glnS
12945_01592,group_1120
12945_01593,yohC
12945_01594,group_1310
12945_01595,lpxH
12945_01596,ppiB
12945_01597,cysS
12945_01598,folD
12945_01601,group_8189
12945_01602,tig
12945_01603,clpP
12945_01604,clpX
12945_01605,lon
12945_01606,hupB_2
12945_01607,ppiD
12945_01608,ung_2
12945_01609,group_9441
12945_01610,group_2051
12945_01611,folX
12945_01612,tqsA
12945_01613,rlmI_2
12945_01614,group_1121
12945_01615,group_8152
12945_01616,group_643
12945_01617,cirA_3
12945_01618,fhuF
12945_01619,fepC
12945_01620,yfhA
12945_01621,fepD
12945_01622,group_390
12945_01623,fhuE
12945_01624,iucC
12945_01625,group_10004
12945_01626,iucD
12945_01627,ddc_2
12945_01628,group_975
12945_01629,group_1588
12945_01630,ybhF
12945_01631,ybhS
12945_01632,map_1
12945_01633,group_9615
12945_01634,sseA
12945_01635,group_1590
12945_01636,group_2776
12945_01637,group_1071
12945_01638,yjaB_1
12945_01639,group_457
12945_01640,group_2056
12945_01641,group_10121
12945_01642,group_1311
12945_01643,group_2057
12945_01644,group_1461
12945_01645,trpA
12945_01646,trpB
12945_01647,trpC
12945_01648,trpGD
12945_01649,trpG
12945_01650,trpE
12945_01651,yciV
12945_01652,ywlC
12945_01653,scpA
12945_01654,scpB
12945_01655,rluB
12945_01656,group_533
12945_01657,group_3782
12945_01658,group_3783
12945_01659,group_22
12945_01660,group_146
12945_01661,group_3784
12945_01662,group_359
12945_01663,group_1314
12945_01664,group_478
12945_01665,group_1043
12945_01666,group_976
12945_01667,group_596
12945_01668,group_1122
12945_01669,group_1315
12945_01670,yciK
12945_01671,volA
12945_01672,sohB
12945_01673,group_2779
12945_01674,group_9331
12945_01675,group_480
12945_01676,group_8302
12945_01677,group_979
12945_01678,group_2780
12945_01679,lolD_1
12945_01680,group_9071
12945_01681,group_1316
12945_01682,group_981
12945_01683,rpfG_2
12945_01684,ptrA
12945_01685,sixA
12945_01686,mutS2
12945_01687,prmB
12945_01688,aroC
12945_01689,hcaT
12945_01690,group_10118
12945_01691,group_2059
12945_01692,mnmC_1
12945_01693,fabB
12945_01694,group_535
12945_01695,pdxB
12945_01696,asd2
12945_01697,group_794
12945_01698,truA
12945_01699,folC
12945_01700,dedD
12945_01701,cvpA
12945_01702,purF
12945_01703,tam
12945_01704,group_2060
12945_01705,cpdB
12945_01706,dcp_2
12945_01707,group_1123
12945_01708,dcp_3
12945_01709,pepV
12945_01710,group_3785
12945_01711,group_882
12945_01712,rhtB_2
12945_01713,group_2061
12945_01714,group_2062
12945_01715,group_537
12945_01716,group_1054
12945_01717,group_2786
12945_01718,group_341
12945_01719,group_2787
12945_01720,group_2063
12945_01721,group_795
12945_01722,group_8300
12945_01723,group_983
12945_01724,group_489
12945_01725,group_2064
12945_01726,group_1317
12945_01727,group_883
12945_01728,btuB_4
12945_01729,group_1124
12945_01730,group_8511
12945_01731,group_1593
12945_01732,group_279
12945_01733,yeaD
12945_01734,dmdC_1
12945_01735,group_2788
12945_01736,group_644
12945_01737,group_2789
12945_01738,iutA_2
12945_01739,group_2790
12945_01740,group_1318
12945_01741,group_1125
12945_01742,group_2791
12945_01743,topB
12945_01744,group_2792
12945_01745,ompC
12945_01746,group_1749
12945_01747,hyfR
12945_01748,urdA_2
12945_01749,hutH_3
12945_01750,group_10038
12945_01751,pip_1
12945_01752,gloC_1
12945_01753,ycdZ
12945_01754,mcpQ_4
12945_01755,xthA
12945_01756,group_1319
12945_01757,yciB
12945_01758,group_8598
12945_01759,pta
12945_01760,ackA
12945_01761,group_9989
12945_01762,pflA
12945_01763,pflB
12945_01764,focA
12945_01765,group_1597
12945_01766,panF
12945_01767,cirA_4
12945_01768,cirA_5
12945_01769,group_2794
12945_01770,group_2795
12945_01771,cysK
12945_01772,group_391
12945_01773,group_9793
12945_01774,cysZ
12945_01775,smc
12945_01776,zipA
12945_01777,ligA_1
12945_01778,group_2068
12945_01779,pleD_1
12945_01780,group_2500
12945_01781,dsbA_3
12945_01782,group_768
12945_01783,actP
12945_01784,hrp1
12945_01785,polC
12945_01786,group_2070
12945_01787,group_2071
12945_01788,cheV_2
12945_01789,group_1320
12945_01790,group_8306
12945_01791,mltB_1
12945_01792,group_9384
12945_01793,slyD_1
12945_01794,group_9239
12945_01795,yqjG
12945_01796,estB
12945_01797,mggB
12945_01798,ibpA
12945_01799,group_8202
12945_01800,tsaA
12945_01801,group_2798
12945_01802,rnt
12945_01803,yiaD_1
12945_01804,ilvH
12945_01805,ilvI
12945_01806,bcr
12945_01807,group_9000
12945_01808,group_796
12945_01809,group_8896
12945_01810,group_797
12945_01811,group_360
12945_01812,group_1830
12945_01813,group_1126
12945_01814,group_1127
12945_01815,phoA_1
12945_01816,phoA_2
12945_01817,group_247
12945_01818,ppx
12945_01819,ppk
12945_01820,group_3786
12945_01821,dnaK_2
12945_01822,group_3173
12945_01823,cirA_6
12945_01824,group_10045
12945_01825,metC
12945_01826,baeS
12945_01827,creB
12945_01828,yiaD_2
12945_01829,group_645
12945_01830,group_9858
12945_01831,rpfG_3
12945_01832,group_2802
12945_01833,group_597
12945_01834,group_9614
12945_01835,rimK_2
12945_01836,group_2803
12945_01837,hdfR
12945_01838,dgkA
12945_01839,ligA_2
12945_01840,yfkJ
12945_01841,rbgA
12945_01842,group_9202
12945_01843,msrA2
12945_01844,bicA
12945_01845,rne
12945_01846,rluC
12945_01847,group_2073
12945_01848,group_2074
12945_01849,yceF
12945_01850,yceD
12945_01851,rpmF
12945_01852,plsX
12945_01853,fabH
12945_01854,fabD
12945_01855,fabG_2
12945_01856,acpP_1
12945_01857,fabF_1
12945_01858,group_9894
12945_01859,group_8342
12945_01860,Hgd
12945_01861,cdd
12945_01862,sbcB
12945_01863,group_2805
12945_01864,rlmA_1
12945_01865,cspC
12945_01866,yxlF_2
12945_01867,group_9978
12945_01868,group_1042
12945_01869,cvfB
12945_01870,luxQ
12945_01871,degU_1
12945_01872,fyuA
12945_01873,group_8328
12945_01874,metX
12945_01875,bdhA
12945_01876,scoA_2
12945_01877,scoB_2
12945_01878,group_2808
12945_01879,speE_2
12945_01880,speA
12945_01881,group_2809
12945_01882,speB
12945_01883,pdxH
12945_01884,cspA
12945_01885,group_2811
12945_01886,group_10082
12945_01887,group_2812
12945_01888,group_8719
12945_01889,group_9522
12945_01890,grxA
12945_01891,radD
12945_01892,pheS
12945_01893,pheT
12945_01894,ihfA
12945_01895,lpxM2
12945_01900,rlmL
12945_01901,group_599
12945_01902,uup
12945_01903,group_9899
12945_01904,rmf
12945_01905,fabA
12945_01906,group_2816
12945_01909,group_9826
12945_01910,uvrY
12945_01911,uvrC
12945_01912,pgsA
12945_01913,group_8334
12945_01914,group_8255
12945_01915,hupA
12945_01916,group_2818
12945_01917,group_9301
12945_01918,group_9310
12945_01919,rplY
12945_01920,tamB
12945_01921,tamA
12945_01922,iaaA
12945_01923,group_2821
12945_01924,group_9406
12945_01925,nrfA_2
12945_01926,group_2077
12945_01927,group_1324
12945_01928,napA_1
12945_01929,napB_1
12945_01930,napC
12945_01931,group_600
12945_01932,ddlA
12945_01933,recD
12945_01934,recB
12945_01935,recC
12945_01936,tgpA
12945_01937,group_10031
12945_01938,group_8363
12945_01939,group_2824
12945_01940,slt
12945_01941,group_2408
12945_01942,msrP
12945_01943,msrQ
12945_01944,yahA_1
12945_01945,ssuA
12945_01946,group_8760
12945_01947,group_2826
12945_01948,group_9606
12945_01949,group_9967
12945_01950,aer_1
12945_01951,mltD
12945_01952,gloB
12945_01953,group_8635
12945_01954,cysL_2
12945_01955,rnhA
12945_01956,dnaQ
12945_01957,group_9708
12945_01958,group_8269
12945_01959,group_8271
12945_01960,nhaP2_2
12945_01961,bluB
12945_01962,fadE_1
12945_01963,yafJ
12945_01964,group_2831
12945_01965,group_2832
12945_01966,def2
12945_01967,cpxA_1
12945_01968,group_217
12945_01969,group_280
12945_01970,dnaE2
12945_01971,group_647
12945_01972,group_1325
12945_01973,group_271
12945_01974,thiC
12945_01975,thiE
12945_01976,group_1326
12945_01977,thiG
12945_01978,thiH_1
12945_01979,group_1604
12945_01980,group_240
12945_01981,group_2834
12945_01982,group_3787
12945_01983,yhaJ_2
12945_01984,group_2836
12945_01985,group_1041
12945_01986,group_8394
12945_01987,group_9167
12945_01988,group_9369
12945_01989,cmoB
12945_01990,cmoA
12945_01991,cph2_7
12945_01992,aspS
12945_01993,yebC
12945_01994,ruvC
12945_01995,ruvA
12945_01996,ruvB
12945_01997,menH_1
12945_01998,group_3788
12945_01999,yjaB_2
12945_02000,vdcA
12945_02001,senX3
12945_02002,group_2838
12945_02003,pyrP
12945_02004,group_1327
12945_02005,hda
12945_02006,group_2840
12945_02007,group_985
12945_02008,arsC
12945_02009,bepA_2
12945_02010,group_2842
12945_02011,group_9483
12945_02012,argP
12945_02013,argO
12945_02014,bcp
12945_02015,gcvR
12945_02016,dapA_1
12945_02017,bamC
12945_02018,mdtA_4
12945_02019,mexB_1
12945_02020,emrD
12945_02021,group_2844
12945_02022,bepF_2
12945_02023,bepE_2
12945_02024,oprM_2
12945_02025,trmJ_1
12945_02026,eco
12945_02027,group_8898
12945_02028,czcD_2
12945_02029,group_9675
12945_02030,eptA
12945_02031,group_8620
12945_02034,mdtK
12945_02035,ribC
12945_02036,group_10088
12945_02037,thrS
12945_02038,infC
12945_02039,rpmI
12945_02040,rplT
12945_02041,trxB
12945_02042,ald
12945_02043,lrp_2
12945_02044,ftsK
12945_02045,lolA
12945_02046,rarA
12945_02047,crcB
12945_02048,serS
12945_02049,group_2847
12945_02050,tusE
12945_02051,group_1329
12945_02052,dsrF
12945_02053,tusD
12945_02054,yccA
12945_02055,yahB_1
12945_02056,ydhC_2
12945_02058,group_2849
12945_02059,hscC
12945_02060,group_942
12945_02061,group_1611
12945_02062,group_9770
12945_02063,group_2850
12945_02064,group_2851
12945_02065,group_2409
12945_02066,group_2082
12945_02067,group_2852
12945_02068,pgrR_2
12945_02069,group_2853
12945_02070,group_3790
12945_02071,group_3791
12945_02072,group_3792
12945_02073,group_3793
12945_02074,group_3794
12945_02075,group_2854
12945_02076,group_3795
12945_02077,group_3796
12945_02078,group_3797
12945_02079,group_3798
12945_02080,group_3799
12945_02081,group_3800
12945_02082,group_3801
12945_02083,group_2855
12945_02084,group_2856
12945_02085,group_3802
12945_02086,group_3803
12945_02087,group_3804
12945_02088,group_3805
12945_02089,group_2857
12945_02090,group_3806
12945_02091,group_2858
12945_02092,group_3807
12945_02093,xerC_1
12945_02094,group_2859
12945_02095,rpfG_4
12945_02096,group_682
12945_02097,ccoN1
12945_02098,group_8666
12945_02099,group_8138
12945_02100,ccoP2
12945_02101,group_9875
12945_02102,copA_2
12945_02103,group_1130
12945_02104,group_9376
12945_02105,fnr
12945_02106,uspE_2
12945_02107,ttcA
12945_02108,group_492
12945_02109,group_8886
12945_02110,group_9597
12945_02111,ybhK
12945_02112,aspC_1
12945_02113,group_8789
12945_02114,group_8791
12945_02115,mcpH_1
12945_02116,nadA
12945_02117,pdhC
12945_02118,bkdA2
12945_02119,pdhA
12945_02120,astE
12945_02121,msrA
12945_02122,pgm
12945_02123,seqA
12945_02124,ybfF
12945_02125,group_8089
12945_02126,group_9265
12945_02127,fldA
12945_02128,group_1613
12945_02129,efp
12945_02130,group_718
12945_02131,group_9698
12945_02132,alaA
12945_02133,yfbR
12945_02134,dgt_1
12945_02135,group_9125
12945_02136,adhE
12945_02137,group_2862
12945_02138,fadH_1
12945_02139,pyrF
12945_02140,lapB
12945_02141,lapA
12945_02142,ihfB
12945_02143,rpsA_2
12945_02144,cmk
12945_02145,aroA
12945_02146,aspC_2
12945_02147,serC
12945_02148,gyrA
12945_02149,ubiG_3
12945_02150,gph_2
12945_02151,nrdA
12945_02152,nrdB
12945_02153,group_9905
12945_02154,mshA
12945_02155,group_8715
12945_02156,group_2865
12945_02157,group_1331
12945_02158,group_393
12945_02159,group_361
12945_02160,fadH_2
12945_02161,sppA
12945_02162,ansA
12945_02163,group_2866
12945_02164,group_8622
12945_02165,group_8550
12945_02166,adrB_1
12945_02167,group_10076
12945_02168,group_1615
12945_02169,group_2867
12945_02170,dgt_2
12945_02171,gmr_4
12945_02172,group_8095
12945_02173,group_798
12945_02174,group_886
12945_02175,group_8474
12945_02176,csgA
12945_02177,group_538
12945_02178,group_8120
12945_02179,group_8256
12945_02180,group_8335
12945_02181,gap2
12945_02182,group_10097
12945_02183,gap
12945_02184,group_1332
12945_02185,yjjW
12945_02186,yidZ_2
12945_02187,pssA
12945_02188,group_2868
12945_02189,dacB
12945_02190,dmdC_2
12945_02191,dpp5_3
12945_02192,fumB
12945_02193,pabB
12945_02194,nudL
12945_02195,group_2871
12945_02196,asnS
12945_02197,oppF
12945_02198,gsiD
12945_02199,dppB_1
12945_02200,appA
12945_02201,group_3808
12945_02202,group_2873
12945_02203,hemR
12945_02204,qseC
12945_02205,qseB
12945_02206,apbE_1
12945_02207,group_719
12945_02208,group_1616
12945_02209,resA_2
12945_02210,hydA_1
12945_02211,hydB
12945_02212,hydC
12945_02213,hybD
12945_02214,group_759
12945_02215,hypF
12945_02216,hypB
12945_02217,group_2875
12945_02218,hypD
12945_02219,hypE
12945_02220,hypA
12945_02221,group_2878
12945_02222,group_2094
12945_02223,group_3809
12945_02224,group_721
12945_02225,group_2095
12945_02226,group_1335
12945_02227,group_249
12945_02228,group_649
12945_02229,group_2096
12945_02230,group_1747
12945_02231,group_9430
12945_02232,group_10000
12945_02233,group_2097
12945_02234,fan1
12945_02235,adrA_2
12945_02236,ykuT
12945_02237,ubiE_1
12945_02238,ppiC_1
12945_02239,group_1336
12945_02240,rsmB_3
12945_02241,adrB_2
12945_02242,yegE_2
12945_02243,psuG
12945_02244,psuK
12945_02245,group_8218
12945_02246,mcpP_1
12945_02247,group_10050
12945_02248,ptsH
12945_02249,ptsI
12945_02250,crr
12945_02251,group_2100
12945_02252,group_540
12945_02253,group_2880
12945_02254,dapE
12945_02255,group_602
12945_02256,catD
12945_02257,can
12945_02258,group_2881
12945_02259,kdnA
12945_02260,kdnB
12945_02261,kdsB_2
12945_02262,group_989
12945_02263,group_2101
12945_02264,eda
12945_02265,edd
12945_02266,pgl
12945_02267,zwf
12945_02268,hexR
12945_02269,pykA
12945_02270,fadE_2
12945_02271,group_9014
12945_02272,smrA
12945_02273,group_9136
12945_02274,group_620
12945_02275,group_1134
12945_02276,yahA_2
12945_02277,group_990
12945_02278,group_1618
12945_02279,group_8345
12945_02280,group_8346
12945_02281,group_8348
12945_02282,cysM
12945_02283,queE
12945_02284,queC
12945_02285,group_991
12945_02286,uvrB
12945_02287,group_9131
12945_02288,group_8567
